Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
135,20,Jeremy Swayman,BOS,Eastern,G,The Hamburglar,Nam Le,20242025,4712036.0,"Anchorage, AK",USA,75.0,195.0,24/11/1998,26.0,208.68,,,,,,,,,,,,,,,,,58.0,,,,0.0,0.0,0.0,0.0,0.0,,58.0,22.0,29.0,1632.0,176.0,1456.0,4.0,203435.0,7.0,3.11450832,0.89215686,0.37931034,,,
136,20,Jacob Trouba,ANA,Western,D,Harvey's Quarter Pounder Angus,vince tran,20242025,2976839.0,"Rochester, MI",USA,75.0,212.0,26/2/1994,30.0,146.0,1.0,13.0,-8.0,14.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,94795.0,1231.1038961,111.0,77.0,162.0,208.0,77.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,14.0,,
137,20,Filip Hronek,VAN,Western,D,Chicken Chubs 🐔,Brian Duong,20242025,4063607.0,"Hradec Kralove, CZE",CZE,72.0,190.0,2/11/1997,27.0,143.5,5.0,28.0,0.0,33.0,40.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1798.0,87453.0,1433.6557377,83.0,61.0,89.0,75.0,61.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,,,,,,33.0,,
138,20,Thomas Harley,DAL,Western,D,Gogo curry,bryan lam,20242025,4565239.0,"Syracuse, NY",USA,75.0,211.0,19/8/2001,23.0,223.0,16.0,34.0,32.0,50.0,16.0,1.0,14.0,0.0,0.0,3.0,0.0,0.0,1944.0,109429.0,1402.93589744,171.0,78.0,33.0,110.0,78.0,1.0,14.0,15.0,15.0,0.0,,,,,,,,,,,,,,50.0,,
139,20,Jonathan Huberdeau,CGY,Western,LW,GRIMACE,Maanik Bhandari,20242025,2562606.0,"Saint-Jerome, QC",CAN,73.0,200.0,4/6/1993,31.0,251.0,28.0,34.0,-13.0,62.0,34.0,10.0,13.0,3.0,1.0,6.0,13.0,26.0,1997.0,94974.0,1172.51851852,153.0,81.0,50.0,64.0,81.0,13.0,14.0,27.0,23.0,4.0,,,,,,,,,,,,,,,,
140,20,Joseph Woll,TOR,Eastern,G,Krispy Kreme,Ivan Chow,20242025,4271575.0,"St. Louis, MO",USA,75.0,206.0,12/7/1998,26.0,201.15,,,,,,,,,,,,,,,,,42.0,,,,0.0,0.0,0.0,0.0,0.0,,41.0,27.0,14.0,1216.0,111.0,1105.0,1.0,146540.0,1.0,2.7269005,0.90871711,0.64285714,,,
141,21,Jakob Chychrun,WSH,Eastern,D,Krispy Kreme,Ivan Chow,20242025,4024950.0,"Boca Raton, FL",USA,74.0,216.0,31/3/1998,26.0,205.5,20.0,27.0,17.0,47.0,52.0,5.0,10.0,0.0,0.0,6.0,0.0,0.0,1587.0,93525.0,1263.85135135,179.0,74.0,59.0,87.0,74.0,5.0,10.0,15.0,15.0,0.0,,,,,,,,,,,,,,47.0,,
142,21,Ukko-Pekka Luukkonen,BUF,Eastern,G,GRIMACE,Maanik Bhandari,20242025,4233889.0,"Espoo, FIN",FIN,77.0,223.0,9/3/1999,25.0,204.63,,,,,,,,,,,,,,,,,55.0,,,,0.0,0.0,0.0,0.0,0.0,,55.0,24.0,24.0,1490.0,169.0,1321.0,2.0,190333.0,5.0,3.19650297,0.88657718,0.45283019,,,
143,21,Jake Sanderson,OTT,Eastern,D,Gogo curry,bryan lam,20242025,4697386.0,"Whitefish, MT",USA,74.0,202.0,8/7/2002,22.0,290.5,11.0,46.0,-14.0,57.0,12.0,5.0,25.0,0.0,4.0,4.0,0.0,0.0,2323.0,117322.0,1466.525,195.0,80.0,38.0,163.0,80.0,5.0,29.0,34.0,30.0,4.0,,,,,,,,,,,,,,57.0,,
144,21,Logan Stankoven,CAR,Eastern,C,Chicken Chubs 🐔,Brian Duong,20242025,4874899.0,"Kamloops, BC",CAN,68.0,165.0,26/2/2003,21.0,143.5,14.0,24.0,-1.0,38.0,18.0,2.0,6.0,0.0,0.0,5.0,87.0,106.0,1459.0,70627.0,905.47435897,194.0,78.0,48.0,33.0,78.0,2.0,6.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,
145,21,Tristan Jarry,PIT,Eastern,G,Harvey's Quarter Pounder Angus,vince tran,20242025,3042020.0,"Surrey, BC",CAN,74.0,195.0,29/4/1995,29.0,146.01,,,,,,,,,,,,,,,,,36.0,,,,0.0,0.0,0.0,0.0,0.0,,35.0,16.0,12.0,971.0,105.0,867.0,2.0,121194.0,6.0,3.11896629,0.89289392,0.47058824,,,
146,21,Shayne Gostisbehere,CAR,Eastern,D,The Hamburglar,Nam Le,20242025,3025662.0,"Pembroke Pines, FL",USA,71.0,183.0,20/4/1993,31.0,195.0,7.0,38.0,1.0,45.0,52.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,1423.0,77789.0,1111.27142857,122.0,70.0,40.0,66.0,70.0,4.0,23.0,27.0,27.0,0.0,,,,,,,,,,,,,,45.0,,
147,21,Brady Skjei,NSH,Western,D,WenDeez,Brandon Nguyen,20242025,2976856.0,"Lakeville, MN",USA,75.0,210.0,26/3/1994,30.0,156.5,10.0,23.0,-24.0,33.0,42.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,2208.0,107704.0,1313.46341463,156.0,82.0,51.0,93.0,82.0,2.0,8.0,10.0,10.0,0.0,,,,,,,,,,,,,,33.0,,
148,22,Shea Theodore,VGK,Western,D,WenDeez,Brandon Nguyen,20242025,3042055.0,"Langley, BC",CAN,74.0,197.0,3/8/1995,29.0,233.0,7.0,50.0,18.0,57.0,26.0,2.0,17.0,0.0,0.0,2.0,0.0,0.0,1706.0,88408.0,1319.52238806,128.0,67.0,6.0,82.0,67.0,2.0,17.0,19.0,19.0,0.0,,,,,,,,,,,,,,57.0,,
149,22,Adam Boqvist,NYI,Eastern,D,The Hamburglar,Nam Le,20242025,4352706.0,"Falun, SWE",SWE,72.0,195.0,15/8/2000,24.0,57.5,4.0,10.0,-9.0,14.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,646.0,29551.0,844.31428571,40.0,35.0,13.0,19.0,35.0,1.0,5.0,6.0,6.0,0.0,,,,,,,,,,,,,,14.0,,
150,22,Nick Schmaltz,UTA,Western,RW,Harvey's Quarter Pounder Angus,vince tran,20242025,3114770.0,"Madison, WI",USA,72.0,184.0,23/2/1996,28.0,239.5,20.0,43.0,-15.0,63.0,14.0,9.0,16.0,0.0,0.0,3.0,185.0,191.0,1851.0,91454.0,1115.29268293,186.0,82.0,14.0,45.0,82.0,9.0,16.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,
151,22,Connor Ingram,UTA,Western,G,Chicken Chubs 🐔,Brian Duong,20242025,4063522.0,"Saskatoon, SK",CAN,74.0,196.0,31/3/1997,27.0,80.76,,,,,,,,,,,,,,,,,22.0,,,,0.0,0.0,0.0,0.0,0.0,,22.0,9.0,8.0,558.0,66.0,492.0,0.0,72607.0,4.0,3.27241175,0.88172043,0.42857143,,,
152,22,Charlie Lindgren,WSH,Eastern,G,Gogo curry,bryan lam,20242025,3095975.0,"Lakeville, MN",USA,74.0,190.0,18/12/1993,31.0,158.49,,,,,,,,,,,,,,,,,39.0,,,,0.0,0.0,0.0,0.0,0.0,,38.0,20.0,14.0,985.0,104.0,883.0,1.0,137220.0,3.0,2.72846524,0.8964467,0.54054054,,,
153,22,Tommy Novak,PIT,Eastern,C,GRIMACE,Maanik Bhandari,20242025,3942061.0,"Saint Paul, MN",USA,73.0,179.0,28/4/1997,27.0,86.0,13.0,9.0,-7.0,22.0,4.0,1.0,4.0,0.0,0.0,2.0,94.0,126.0,955.0,42869.0,793.87037037,92.0,54.0,6.0,26.0,54.0,1.0,4.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,
154,22,Yegor Sharangovich,CGY,Western,C,Krispy Kreme,Ivan Chow,20242025,4587843.0,"Minsk, BLR",BLR,74.0,196.0,6/6/1998,26.0,122.5,17.0,15.0,-9.0,32.0,8.0,5.0,3.0,1.0,0.0,2.0,146.0,171.0,1522.0,72963.0,999.49315068,128.0,73.0,14.0,31.0,73.0,6.0,3.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,
155,23,Travis Sanheim,PHI,Eastern,D,Krispy Kreme,Ivan Chow,20242025,3114757.0,"Elkhorn, MB",CAN,76.0,222.0,29/3/1996,28.0,179.0,8.0,22.0,-6.0,30.0,40.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2512.0,120517.0,1469.7195122,139.0,82.0,84.0,170.0,82.0,0.0,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,30.0,,
156,23,Matvei Michkov,PHI,Eastern,RW,GRIMACE,Maanik Bhandari,20242025,5149170.0,"Perm, RUS",RUS,70.0,172.0,9/12/2004,20.0,220.5,26.0,37.0,-18.0,63.0,46.0,8.0,9.0,0.0,0.0,3.0,19.0,22.0,1560.0,80085.0,1001.0625,199.0,80.0,29.0,23.0,80.0,8.0,9.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,
157,23,Cam York,PHI,Eastern,D,Gogo curry,bryan lam,20242025,4565235.0,"Anaheim, CA",USA,72.0,194.0,5/1/2001,23.0,115.0,4.0,13.0,-8.0,17.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1834.0,82301.0,1246.98484848,65.0,66.0,60.0,126.0,66.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17.0,,
158,23,Blake Coleman,CGY,Western,RW,Chicken Chubs 🐔,Brian Duong,20242025,2563026.0,"Plano, TX",USA,71.0,199.0,28/11/1991,33.0,162.0,15.0,24.0,-2.0,39.0,36.0,4.0,1.0,1.0,2.0,4.0,38.0,41.0,1873.0,87009.0,1061.08536585,194.0,82.0,176.0,66.0,82.0,5.0,3.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,
159,23,Nikolaj Ehlers,WPG,Western,LW,Harvey's Quarter Pounder Angus,vince tran,20242025,3114741.0,"Aalborg, DEN",DEN,72.0,172.0,14/2/1996,28.0,238.5,24.0,39.0,14.0,63.0,17.0,6.0,16.0,0.0,0.0,5.0,5.0,14.0,1309.0,65391.0,947.69565217,174.0,69.0,38.0,33.0,69.0,6.0,16.0,22.0,22.0,0.0,1.0,,,,,,,,,,,,,,,
160,23,Gabriel Vilardi,WPG,Western,C,The Hamburglar,Nam Le,20242025,4233583.0,"Kingston, ON",CAN,75.0,216.0,16/8/1999,25.0,239.0,27.0,34.0,9.0,61.0,14.0,12.0,13.0,0.0,0.0,6.0,75.0,77.0,1412.0,77260.0,1088.16901408,130.0,71.0,21.0,50.0,71.0,12.0,13.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,
161,23,Logan Cooley,UTA,Western,C,WenDeez,Brandon Nguyen,20242025,5080143.0,"Pittsburgh, PA",USA,72.0,191.0,4/5/2004,20.0,233.0,25.0,40.0,1.0,65.0,46.0,7.0,13.0,0.0,0.0,2.0,340.0,420.0,1675.0,80376.0,1071.68,158.0,75.0,63.0,32.0,75.0,7.0,13.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
1,1,Connor McDavid,EDM,Western,C,HORSEMAN,Brandon Nguyen,20252026,3895074.0,"Richmond Hill, ON",CAN,73.0,194.0,13/1/1997,28.0,507.0,48.0,90.0,17.0,138.0,44.0,13.0,41.0,1.0,1.0,4.0,457.0,466.0,1841.0,113127.0,1379.59756098,306.0,82.0,40.0,30.0,82.0,14.0,42.0,56.0,54.0,2.0,3.0,,,,,,,,,,,,,,,
2,1,Nathan MacKinnon,COL,Western,C,Narita Brian,Brian Duong,20252026,3041969.0,"Halifax, NS",CAN,72.0,200.0,1/9/1995,30.0,435.5,53.0,74.0,57.0,127.0,39.0,11.0,19.0,0.0,0.0,7.0,681.0,653.0,1866.0,106857.0,1335.7125,350.0,80.0,64.0,35.0,80.0,11.0,19.0,30.0,30.0,0.0,,,,,,,,,,,,,,,,
3,1,Nikita Kucherov,TB,Eastern,RW,Glue Factory,Nam Le,20252026,2563060.0,"Maikop, RUS",RUS,72.0,173.0,17/6/1993,32.0,456.5,44.0,86.0,43.0,130.0,50.0,8.0,29.0,1.0,0.0,8.0,0.0,2.0,1634.0,92728.0,1220.10526316,231.0,76.0,36.0,29.0,76.0,9.0,29.0,38.0,37.0,1.0,1.0,,,,,,,,,,,,,,,
4,1,Leon Draisaitl,EDM,Western,C,Cinderella Peak,vince tran,20252026,3114727.0,"Cologne, GER",GER,74.0,209.0,27/10/1995,30.0,350.5,35.0,62.0,13.0,97.0,26.0,16.0,26.0,1.0,0.0,3.0,628.0,475.0,1433.0,84143.0,1294.50769231,186.0,65.0,34.0,15.0,65.0,17.0,26.0,43.0,42.0,1.0,1.0,,,,,,,,,,,,,,,
5,1,Cale Makar,COL,Western,D,mejiro mcdavid,Maanik Bhandari,20252026,4233563.0,"Calgary, AB",CAN,72.0,187.0,30/10/1998,27.0,328.5,20.0,59.0,32.0,79.0,24.0,4.0,25.0,0.0,0.0,4.0,0.0,0.0,1938.0,111814.0,1490.85333333,199.0,75.0,35.0,117.0,75.0,4.0,25.0,29.0,29.0,0.0,,,,,,,,,,,,,,79.0,,
6,1,David Pastrnak,BOS,Eastern,RW,Narita Bryan,bryan lam,20252026,3114778.0,"Havirov, CZE",CZE,72.0,199.0,25/5/1996,29.0,353.0,29.0,71.0,4.0,100.0,72.0,10.0,23.0,0.0,0.0,4.0,2.0,7.0,1626.0,95430.0,1239.35064935,261.0,77.0,86.0,32.0,77.0,10.0,23.0,33.0,33.0,0.0,,,,,,,,,,,,,,,,
7,1,Mikko Rantanen,DAL,Western,RW,Cukumber Horse,Ivan Chow,20252026,3899938.0,"Nousiainen, FIN",FIN,76.0,215.0,29/10/1996,29.0,281.0,22.0,55.0,0.0,77.0,93.0,6.0,28.0,0.0,0.0,1.0,37.0,47.0,1356.0,77475.0,1210.546875,139.0,64.0,48.0,30.0,64.0,6.0,28.0,34.0,34.0,0.0,,,,,,,,,,,,,,,,
8,2,Auston Matthews,TOR,Eastern,C,Cukumber Horse,Ivan Chow,20252026,4024123.0,"San Ramon, CA",USA,75.0,217.0,17/9/1997,28.0,220.5,27.0,26.0,-4.0,53.0,18.0,5.0,7.0,0.0,0.0,3.0,580.0,392.0,1441.0,74894.0,1248.23333333,227.0,60.0,42.0,81.0,60.0,5.0,7.0,12.0,12.0,0.0,1.0,,,,,,,,,,,,,,,
9,2,Quinn Hughes,MIN,Western,D,Narita Bryan,bryan lam,20252026,4320548.0,"Orlando, FL",USA,70.0,180.0,14/10/1999,26.0,306.5,7.0,69.0,-4.0,76.0,32.0,2.0,32.0,0.0,0.0,1.0,0.0,0.0,1771.0,123155.0,1664.25675676,187.0,74.0,7.0,87.0,74.0,2.0,32.0,34.0,34.0,0.0,,,,,,,,,,,,,,76.0,,
10,2,Mitch Marner,VGK,Western,RW,mejiro mcdavid,Maanik Bhandari,20252026,3899937.0,"Markham, ON",CAN,72.0,180.0,5/5/1997,28.0,296.0,24.0,56.0,17.0,80.0,24.0,5.0,19.0,0.0,1.0,2.0,150.0,222.0,1755.0,96994.0,1197.45679012,165.0,81.0,24.0,46.0,81.0,5.0,20.0,25.0,24.0,1.0,1.0,,,,,,,,,,,,,,,
11,2,Artemi Panarin,LA,Western,LW,Cinderella Peak,vince tran,20252026,3891952.0,"Korkino, USSR",USSR,72.0,177.0,30/10/1991,34.0,287.0,28.0,56.0,-7.0,84.0,20.0,4.0,19.0,0.0,0.0,4.0,1.0,0.0,1773.0,97542.0,1250.53846154,224.0,78.0,11.0,16.0,78.0,4.0,19.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,
12,2,Kirill Kaprizov,MIN,Western,LW,Glue Factory,Nam Le,20252026,3942335.0,"Novokuznetsk, RUS",RUS,70.0,203.0,26/4/1997,28.0,325.5,45.0,44.0,10.0,89.0,28.0,19.0,13.0,0.0,0.0,7.0,0.0,2.0,1628.0,103647.0,1328.80769231,269.0,78.0,52.0,27.0,78.0,19.0,13.0,32.0,32.0,0.0,1.0,,,,,,,,,,,,,,,
13,2,Sidney Crosby,PIT,Eastern,C,Narita Brian,Brian Duong,20252026,3114.0,"Cole Harbour, NS",CAN,71.0,200.0,7/8/1987,38.0,264.0,29.0,45.0,0.0,74.0,44.0,10.0,13.0,0.0,0.0,4.0,773.0,628.0,1479.0,78462.0,1153.85294118,160.0,68.0,60.0,30.0,68.0,10.0,13.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,
14,2,Jesper Bratt,NJ,Eastern,RW,HORSEMAN,Brandon Nguyen,20252026,4268771.0,"Stockholm, SWE",SWE,70.0,175.0,30/7/1998,27.0,251.0,22.0,49.0,-11.0,71.0,12.0,5.0,15.0,1.0,1.0,4.0,3.0,8.0,1819.0,92316.0,1125.80487805,178.0,82.0,74.0,24.0,82.0,6.0,16.0,22.0,20.0,2.0,,,,,,,,,,,,,,,,
15,3,Jack Hughes,NJ,Eastern,C,HORSEMAN,Brandon Nguyen,20252026,4565222.0,"Orlando, FL",USA,71.0,175.0,14/5/2001,24.0,289.0,27.0,50.0,0.0,77.0,10.0,4.0,19.0,1.0,1.0,5.0,145.0,272.0,1325.0,78015.0,1278.93442623,228.0,61.0,4.0,32.0,61.0,5.0,20.0,25.0,23.0,2.0,2.0,,,,,,,,,,,,,,,
16,3,Kyle Connor,WPG,Western,LW,Narita Brian,Brian Duong,20252026,3899952.0,"Clinton, MI",USA,73.0,183.0,9/12/1996,29.0,318.5,39.0,53.0,-2.0,92.0,16.0,5.0,14.0,2.0,1.0,5.0,0.0,1.0,1833.0,105811.0,1290.37804878,274.0,82.0,36.0,19.0,82.0,7.0,15.0,22.0,19.0,3.0,1.0,,,,,,,,,,,,,,,
17,3,Jack Eichel,VGK,Western,C,Glue Factory,Nam Le,20252026,3648002.0,"North Chelmsford, MA",USA,74.0,208.0,28/10/1996,29.0,327.0,27.0,63.0,23.0,90.0,18.0,1.0,27.0,1.0,2.0,6.0,558.0,613.0,1673.0,94132.0,1272.05405405,260.0,74.0,35.0,40.0,74.0,2.0,29.0,31.0,28.0,3.0,,,,,,,,,,,,,,,,
18,3,Brayden Point,TB,Eastern,C,Cinderella Peak,vince tran,20252026,3151187.0,"Calgary, AB",CAN,71.0,177.0,13/3/1996,29.0,172.5,18.0,32.0,12.0,50.0,14.0,6.0,5.0,0.0,0.0,0.0,299.0,354.0,1306.0,69015.0,1095.47619048,129.0,63.0,8.0,23.0,63.0,6.0,5.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,
19,3,William Nylander,TOR,Eastern,RW,mejiro mcdavid,Maanik Bhandari,20252026,3114736.0,"Calgary, AB",CAN,72.0,202.0,1/5/1996,29.0,276.0,30.0,49.0,-14.0,79.0,16.0,7.0,15.0,0.0,0.0,4.0,31.0,50.0,1451.0,75721.0,1164.93846154,156.0,65.0,13.0,26.0,65.0,7.0,15.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,
20,3,Connor Hellebuyck,WPG,Western,G,Narita Bryan,bryan lam,20252026,3020225.0,"Commerce Township, MI",USA,76.0,207.0,19/5/1993,32.0,212.55,,,,,,,,,,,,,,,,,57.0,,,,0.0,0.0,0.0,0.0,0.0,,57.0,23.0,23.0,1547.0,162.0,1385.0,0.0,204087.0,11.0,2.85760484,0.89528119,0.40350877,,,
21,3,Nick Suzuki,MON,Eastern,C,Cukumber Horse,Ivan Chow,20252026,4233594.0,"London, ON",CAN,71.0,207.0,10/8/1999,26.0,380.0,29.0,72.0,37.0,101.0,28.0,11.0,32.0,1.0,0.0,2.0,731.0,718.0,1812.0,102437.0,1249.23170732,183.0,82.0,62.0,62.0,82.0,12.0,32.0,44.0,43.0,1.0,,,,,,,,,,,,,,,,
22,4,Andrei Vasilevskiy,TB,Eastern,G,Cukumber Horse,Ivan Chow,20252026,2976847.0,"Tyumen, RUS",RUS,76.0,223.0,25/7/1994,31.0,292.59,,,,,,,,,,,,,,,,,58.0,,,,0.0,0.0,0.0,0.0,0.0,,58.0,39.0,15.0,1483.0,132.0,1353.0,2.0,205845.0,4.0,2.30853312,0.91233985,0.67241379,,,
23,4,Victor Hedman,TB,Eastern,D,Narita Bryan,bryan lam,20252026,5157.0,"Ornskoldsvik, SWE",SWE,79.0,244.0,18/12/1990,35.0,79.0,1.0,16.0,-1.0,17.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,762.0,37357.0,1132.03030303,50.0,33.0,19.0,44.0,33.0,0.0,6.0,6.0,6.0,0.0,,,,,,,,,,,,,,17.0,,
24,4,Evan Bouchard,EDM,Western,D,mejiro mcdavid,Maanik Bhandari,20252026,4352722.0,"Oakville, ON",CAN,75.0,192.0,20/10/1999,26.0,381.5,21.0,74.0,25.0,95.0,30.0,7.0,26.0,0.0,2.0,5.0,0.0,0.0,2105.0,121415.0,1480.67073171,221.0,82.0,29.0,101.0,82.0,7.0,28.0,35.0,33.0,2.0,1.0,,,,,,,,,,,,,95.0,,
25,4,Jason Robertson,DAL,Western,LW,Cinderella Peak,vince tran,20252026,4233875.0,"Northville, MI",USA,75.0,207.0,22/7/1999,26.0,361.0,45.0,51.0,22.0,96.0,32.0,15.0,26.0,0.0,0.0,9.0,1.0,2.0,1718.0,99645.0,1215.18292683,294.0,82.0,48.0,34.0,82.0,15.0,26.0,41.0,41.0,0.0,1.0,,,,,,,,,,,,,,,
26,4,Mark Scheifele,WPG,Western,C,Glue Factory,Nam Le,20252026,2562632.0,"Kitchener, ON",CAN,75.0,207.0,15/3/1993,32.0,361.5,36.0,67.0,0.0,103.0,43.0,7.0,15.0,0.0,1.0,6.0,594.0,679.0,1768.0,105800.0,1290.24390244,175.0,82.0,32.0,47.0,82.0,7.0,16.0,23.0,22.0,1.0,,,,,,,,,,,,,,,,
27,4,Zach Werenski,CBJ,Eastern,D,Narita Brian,Brian Duong,20252026,3899972.0,"Grosse Pointe, MI",USA,74.0,211.0,19/7/1997,28.0,314.0,22.0,59.0,7.0,81.0,18.0,4.0,17.0,0.0,1.0,2.0,0.0,0.0,1951.0,119764.0,1596.85333333,260.0,75.0,30.0,94.0,75.0,4.0,18.0,22.0,21.0,1.0,,,,,,,,,,,,,,81.0,,
28,4,Steven Stamkos,NSH,Western,C,HORSEMAN,Brandon Nguyen,20252026,5037.0,"Markham, ON",CAN,73.0,193.0,7/2/1990,35.0,264.0,42.0,24.0,-17.0,66.0,58.0,14.0,12.0,0.0,0.0,10.0,323.0,237.0,1706.0,87711.0,1069.64634146,206.0,82.0,89.0,36.0,82.0,14.0,12.0,26.0,26.0,0.0,2.0,,,,,,,,,,,,,,,
29,5,Adam Fox,NYR,Eastern,D,HORSEMAN,Brandon Nguyen,20252026,4197146.0,"Jericho, NY",USA,71.0,180.0,17/2/1998,27.0,222.0,9.0,44.0,5.0,53.0,20.0,5.0,19.0,0.0,1.0,1.0,0.0,0.0,1449.0,77977.0,1417.76363636,91.0,55.0,24.0,74.0,55.0,5.0,20.0,25.0,24.0,1.0,,,,,,,,,,,,,,53.0,,
30,5,Jake Oettinger,DAL,Western,G,Narita Brian,Brian Duong,20252026,4196914.0,"Lakeville, MN",USA,78.0,224.0,18/12/1998,27.0,277.02,,,,,,,,,,,,,,,,,54.0,,,,0.0,0.0,0.0,0.0,0.0,,54.0,35.0,12.0,1372.0,138.0,1234.0,4.0,191651.0,6.0,2.59221189,0.89941691,0.66037736,,,
31,5,Jake Guentzel,TB,Eastern,LW,Glue Factory,Nam Le,20252026,3042083.0,"Omaha, NE",USA,71.0,176.0,6/10/1994,31.0,327.5,38.0,50.0,13.0,88.0,61.0,8.0,22.0,2.0,0.0,5.0,209.0,228.0,1766.0,98395.0,1214.75308642,220.0,81.0,39.0,41.0,81.0,10.0,22.0,32.0,30.0,2.0,1.0,,,,,,,,,,,,,,,
32,5,Josh Morrissey,WPG,Western,D,Cinderella Peak,vince tran,20252026,3042016.0,"Calgary, AB",CAN,72.0,195.0,28/3/1995,30.0,242.0,14.0,41.0,6.0,55.0,30.0,2.0,14.0,0.0,0.0,2.0,0.0,0.0,2124.0,114207.0,1483.20779221,146.0,77.0,36.0,118.0,77.0,2.0,14.0,16.0,16.0,0.0,,,,,,,,,,,,,,55.0,,
33,5,Clayton Keller,UTA,Western,LW,mejiro mcdavid,Maanik Bhandari,20252026,4024857.0,"Chesterfield, MO",USA,70.0,175.0,29/7/1998,27.0,319.0,26.0,62.0,21.0,88.0,38.0,3.0,24.0,0.0,0.0,6.0,13.0,21.0,1875.0,93902.0,1145.14634146,225.0,82.0,8.0,32.0,82.0,3.0,24.0,27.0,27.0,0.0,1.0,,,,,,,,,,,,,,,
34,5,J.T. Miller,NYR,Eastern,C,Narita Bryan,bryan lam,20252026,2590852.0,"East Palestine, OH",USA,73.0,218.0,14/3/1993,32.0,201.0,17.0,36.0,-30.0,53.0,33.0,6.0,13.0,0.0,1.0,5.0,547.0,343.0,1731.0,82194.0,1208.73529412,144.0,68.0,123.0,34.0,68.0,6.0,14.0,20.0,19.0,1.0,,,,,,,,,,,,,,,,
35,5,Sam Reinhart,FLA,Eastern,RW,Cukumber Horse,Ivan Chow,20252026,3114722.0,"Vancouver, BC",CAN,73.0,196.0,6/11/1995,30.0,238.0,29.0,32.0,-18.0,61.0,10.0,11.0,14.0,3.0,1.0,6.0,56.0,91.0,1548.0,81740.0,1277.1875,166.0,64.0,59.0,40.0,64.0,14.0,15.0,29.0,25.0,4.0,,,,,,,,,,,,,,,,
36,6,Rasmus Dahlin,BUF,Eastern,D,Cukumber Horse,Ivan Chow,20252026,4294163.0,"Lidkoping, SWE",SWE,75.0,204.0,13/4/2000,25.0,290.0,19.0,55.0,18.0,74.0,76.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,2110.0,111738.0,1451.14285714,194.0,77.0,67.0,80.0,77.0,6.0,16.0,22.0,22.0,0.0,1.0,,,,,,,,,,,,,74.0,,
37,6,Elias Pettersson,VAN,Western,C,Narita Bryan,bryan lam,20252026,4233566.0,"Sundsvall, SWE",SWE,74.0,176.0,12/11/1998,27.0,230.0,15.0,36.0,-30.0,51.0,20.0,4.0,18.0,1.0,0.0,0.0,642.0,711.0,1665.0,84189.0,1137.68918919,132.0,74.0,67.0,108.0,74.0,5.0,18.0,23.0,22.0,1.0,,,,,,,,,,,,,,,,
38,6,Tim Stutzle,OTT,Eastern,C,mejiro mcdavid,Maanik Bhandari,20252026,4697384.0,"Viersen, GER",GER,72.0,187.0,15/1/2002,23.0,307.0,34.0,49.0,7.0,83.0,39.0,9.0,20.0,2.0,0.0,5.0,338.0,300.0,2050.0,97284.0,1216.05,194.0,80.0,126.0,44.0,80.0,11.0,20.0,31.0,29.0,2.0,,,,,,,,,,,,,,,,
39,6,Roman Josi,NSH,Western,D,Cinderella Peak,vince tran,20252026,5436.0,"Bern, SUI",SUI,73.0,201.0,1/6/1990,35.0,242.5,13.0,42.0,-15.0,55.0,30.0,4.0,20.0,0.0,0.0,3.0,0.0,0.0,1810.0,101500.0,1492.64705882,181.0,68.0,24.0,101.0,68.0,4.0,20.0,24.0,24.0,0.0,,,,,,,,,,,,,,55.0,,
